PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-MC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-NC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-OC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FB,FB-OFFICERS (SIMILAR TO THE SENIOR EXECUTIVE SERVICE),FB-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FJ,FJ-OFFICIALS ON NONCAREER APPOINTMENTS,FJ-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FT,FT-SENIOR TECHNICAL AND SENIOR LEVEL (SIMILAR TO THE SENIOR-LEVEL AND SCIENTIFIC OR PROF POS UNDER 5 U.S.C. 5376),FT-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-BB
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-CC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-DD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-EE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-FF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-GG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-HH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-II
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-JJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN,FV-KK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FX,FX-EXECUTIVES (SIMILAR TO THE SENIOR EXECUTIVE SERVICE),FX-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-20
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-30
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-40
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-50
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-60
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-65
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-70
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-75
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-80
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-85
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-90
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FZ,FZ-CONSULAR AGENT,FZ-95
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,IE,IE-SENIOR INTELLIGENCE EXECUTIVE SERVICE (SIES) PROGRAM,IE-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,IJ,IJ-IMMIGRATION JUDGE SCHEDULE,IJ-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,IP,IP-SENIOR INTELLIGENCE PROFESSIONAL (SIP) PROGRAM,IP-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION,LE-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-17
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-18
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-19
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-20
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-21
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-22
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-23
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-24
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,MA,MA-MILK MARKETING,MA-27
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING,ND-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NG,NG-DEMONSTRATION GENERAL SUPPORT,NG-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NG,NG-DEMONSTRATION GENERAL SUPPORT,NG-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NG,NG-DEMONSTRATION GENERAL SUPPORT,NG-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NG,NG-DEMONSTRATION GENERAL SUPPORT,NG-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NG,NG-DEMONSTRATION GENERAL SUPPORT,NG-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL,NT-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NX,"NX- EXECUTIVE-LEVEL AND MANAGERIAL POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82",NX-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NX,"NX- EXECUTIVE-LEVEL AND MANAGERIAL POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82",NX-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION",NY-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION",NY-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION",NY-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION",NY-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-17
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-18
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-19
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-20
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-21
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-22
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-23
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-24
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,OC,OC-OFFICE OF THE COMPTROLLER OF THE CURRENCY,OC-25
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,RS,RS-SENIOR BIOMEDICAL RESEARCH SERVICE,RS-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SN,SN-SENIOR LEVEL SYSTEM,SN-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SP,SP-PARK POLICE,SP-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,SS,SS-SENIOR STAFF POSITIONS,SS-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TF,TF-FEDERAL HOUSING FINANCE BOARD EXECUTIVE LEVEL,TF-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TF,TF-FEDERAL HOUSING FINANCE BOARD EXECUTIVE LEVEL,TF-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TF,TF-FEDERAL HOUSING FINANCE BOARD EXECUTIVE LEVEL,TF-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TF,TF-FEDERAL HOUSING FINANCE BOARD EXECUTIVE LEVEL,TF-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TF,TF-FEDERAL HOUSING FINANCE BOARD EXECUTIVE LEVEL,TF-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-17
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-18
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-19
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-20
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-21
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-22
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-23
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-24
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-25
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-26
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-27
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-28
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-29
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TG,TG-OFFICE OF THRIFT SUPERVISION SALARY SCHEDULE,TG-30
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TM,TM-FEDERAL HOUSING FINANCE BOARD MERIT PAY,TM-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TM,TM-FEDERAL HOUSING FINANCE BOARD MERIT PAY,TM-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TM,TM-FEDERAL HOUSING FINANCE BOARD MERIT PAY,TM-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-AA
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-BA
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CB
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-CM
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-DE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-DM
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-ED
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-EE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-EG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-EM
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-FE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-FG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-FM
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-GD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-GE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-GF
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-GL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-KD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-KE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-KG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-LD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-LE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-LG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-ME
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-NE
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-NG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-SH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-SI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-SJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-SK
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TP,TP-TEACHING POSITIONS,TP-TH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TR,TR-POLICE FORCES OF THE U.S. MINT AND BUREAU OF ENGRAVING AND PRINTING,TR-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,TS,TS-FEDERAL HOUSING FINANCE BOARD STEP SYSTEM,TS-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-08
